Ensembl ID;Genes;Transcript Start;Transcript End;Chromosome;CCDS.ID;RefSeq
ENSMUST00000033018;Far1;113513834;113571511;7;CCDS40093;"NM_001360668; NM_001360669; NM_027379"
ENSMUST00000033020;Acer3;98206389;98309538;7;CCDS21468;NM_025408
ENSMUST00000033025;Lcmt1;123377982;123430358;7;CCDS40118;NM_025304
ENSMUST00000033070;Kat8;127912516;127925837;7;CCDS21885;NM_026370
ENSMUST00000033086;Phkg2;127573404;127583307;7;CCDS21869;NM_026888
ENSMUST00000033131;Lamtor1;101905904;101911903;7;CCDS21519;NM_025605
ENSMUST00000033156;Dctn5;122133041;122149044;7;CCDS21811;NM_021608
ENSMUST00000033158;Ubfd1;122067175;122082194;7;CCDS21808;NM_138589
ENSMUST00000033160;Gga2;121986722;122021222;7;CCDS40116;NM_028758
ENSMUST00000033163;Mettl9;121034445;121076835;7;CCDS21800;NM_021554
ENSMUST00000033236;Thumpd1;119715093;119720798;7;CCDS21785;NM_145585
ENSMUST00000033282;Bccip;133709333;133721145;7;CCDS21935;NM_025392
ENSMUST00000033289;Stim1;102267806;102437318;7;CCDS21530;NM_009287
ENSMUST00000033313;Atp6ap2;12587801;12617049;X;CCDS30023;NM_027439
ENSMUST00000033333;Tmem9b;109735834;109752279;7;CCDS21738;NM_020050
ENSMUST00000033380;Cdk16;20688418;20699880;X;CCDS30045;NM_011049
ENSMUST00000033394;Fadd;144577318;144582463;7;CCDS22050;NM_010175
ENSMUST00000033415;Nadsyn1;143795584;143822841;7;CCDS22047;"NM_030221; NM_001308095"
ENSMUST00000033433;Rbmx2;48695004;48710723;X;CCDS30114;NM_173376
ENSMUST00000033483;Ccdc22;7593809;7605517;X;CCDS29966;NM_138603
ENSMUST00000033497;Pqbp1;7894519;7899269;X;CCDS29977;NM_001252529
ENSMUST00000033498;Timm17b;7899357;7908351;X;CCDS29978;"NM_011591; NM_001313693"
ENSMUST00000033541;Fundc2;75382399;75396459;X;CCDS30239;NM_026126
ENSMUST00000033544;Brcc3;75416628;75454001;X;CCDS41031;"NM_001166459; NM_001166457; NM_145956"
ENSMUST00000033570;Igbp1;100494291;100516125;X;CCDS30302;NM_008784
ENSMUST00000033577;Pbdc1;105079756;105085186;X;CCDS30334;NM_026312
ENSMUST00000033609;Cstf2;134059197;134086819;X;CCDS30389;NM_133196
ENSMUST00000033695;Abcb7;104280657;104413846;X;CCDS53167;NM_009592
ENSMUST00000033737;Haus7;73437315;73459044;X;CCDS30202;NM_028633
ENSMUST00000033805;Psmd10;140948429;140956689;X;CCDS30444;NM_016883
ENSMUST00000033866;Vps36;22192809;22220843;8;CCDS22171;NM_027338
ENSMUST00000033871;Slc25a15;22375551;22398597;8;CCDS22175;"NM_001358971; NM_181325"
ENSMUST00000033873;Erlin2;27023799;27040328;8;CCDS22209;NM_153592
ENSMUST00000033910;Leprotl1;34135572;34147033;8;CCDS22239;NM_026609
ENSMUST00000033927;Eri1;35465253;35495533;8;CCDS22244;NM_026067
ENSMUST00000033929;Tnks;34826460;34965690;8;CCDS22242;NM_175091
ENSMUST00000033934;Mrps31;22411361;22429665;8;CCDS22176;NM_020560
ENSMUST00000033938;Polb;22628126;22653418;8;CCDS22181;NM_011130
ENSMUST00000033939;Ikbkb;22659212;22706578;8;CCDS52522;NM_001159774
ENSMUST00000033950;Gins4;23226616;23237659;8;CCDS22190;NM_024240
ENSMUST00000033973;Rwdd4a;47533664;47552825;8;CCDS22297;NM_203507
ENSMUST00000033975;Ddhd2;25725346;25754280;8;CCDS52529;NM_028102
ENSMUST00000033983;Mak16;31159463;31168764;8;CCDS22222;NM_026453
ENSMUST00000033999;Frg1;41397459;41417074;8;CCDS22263;NM_013522
ENSMUST00000034051;Ufsp2;45975528;45996958;8;CCDS22284;NM_138668
ENSMUST00000034085;Brd7;88331059;88362194;8;CCDS22510;NM_012047
ENSMUST00000034093;Eif2ak3;70844515;70905245;6;CCDS20223;NM_010121
ENSMUST00000034097;Got2;95864134;95888547;8;CCDS22568;NM_010325
ENSMUST00000034131;Vps35;85260392;85299802;8;CCDS40421;NM_022997
ENSMUST00000034132;Orc6;85299791;85308071;8;CCDS22497;NM_019716
ENSMUST00000034138;Dnaja2;85537633;85555344;8;CCDS22500;NM_019794
ENSMUST00000034140;Itfg1;85717578;85840921;8;CCDS40424;NM_028007
ENSMUST00000034141;Lonp2;86624043;86716631;8;CCDS22503;NM_025827
ENSMUST00000034147;Zfp330;82763621;82774160;8;CCDS22447;NM_145600
ENSMUST00000034159;Txnl4b;109565892;109574051;8;CCDS40469;NM_175646
ENSMUST00000034163;Zfp821;109705549;109724932;8;CCDS40473;NM_001167946
ENSMUST00000034164;Ist1;109671325;109693260;8;CCDS22655;NM_028018
ENSMUST00000034190;Vac14;110618599;110720398;8;CCDS22663;NM_146216
ENSMUST00000034203;Cog4;110847034;110882227;8;CCDS40477;NM_133973
ENSMUST00000034204;Nudt21;94015496;94037031;8;CCDS40433;NM_026623
ENSMUST00000034226;Fam192a;94574138;94601997;8;CCDS40439;NM_028221
ENSMUST00000034239;Katnb1;95081186;95100211;8;CCDS22555;NM_028805
ENSMUST00000034245;Usb1;95332284;95347507;8;CCDS22560;NM_133954
ENSMUST00000034249;Cfap20;95420249;95434869;8;CCDS40445;NM_008187
ENSMUST00000034272;Mvb12a;71542930;71548026;8;CCDS22398;NM_028617
ENSMUST00000034277;Emc8;120653914;120668121;8;CCDS22719;NM_010926
ENSMUST00000034280;Zdhhc7;120080890;120101482;8;CCDS22715;NM_133967
ENSMUST00000034300;Hsbp1;119344488;119348922;8;CCDS40492;NM_024219
ENSMUST00000034303;Mphosph6;117791645;117801943;8;CCDS22702;"NM_001357232; NM_026758; NM_001357233"
ENSMUST00000034326;Atp13a1;69791163;69807749;8;CCDS22349;NM_133224
ENSMUST00000034328;Ints10;68793929;68829410;8;CCDS22342;NM_027590
ENSMUST00000034342;Cklf;104250861;104263447;8;CCDS40450;NM_029295
ENSMUST00000034349;Nae1;104511028;104534637;8;CCDS40452;NM_144931
ENSMUST00000034361;D230025D16Rik;105225145;105253053;8;CCDS22593;NM_145604
ENSMUST00000034382;Zfp90;106415339;106425889;8;CCDS22635;NM_011764
ENSMUST00000034388;Vps4a;107031222;107045755;8;CCDS40463;NM_126165
ENSMUST00000034391;Cog8;107046295;107056684;8;CCDS22643;
ENSMUST00000034392;Nip7;107056877;107060931;8;CCDS22644;NM_025391
ENSMUST00000034400;Cyb5b;107150640;107187471;8;CCDS22647;NM_025558
ENSMUST00000034411;Med17;15260351;15279931;9;CCDS22834;NM_144933
ENSMUST00000034426;Kars;111993443;112011323;8;CCDS40481;NM_053092
ENSMUST00000034428;Gabarapl2;111940703;111953612;8;CCDS40480;NM_026693
ENSMUST00000034432;Cfdp1;111768491;111854291;8;CCDS22680;NM_011801
ENSMUST00000034441;Aars;111033902;111057664;8;CCDS40478;NM_146217
ENSMUST00000034457;Urb2;124023394;124048505;8;CCDS22768;NM_001029876
ENSMUST00000034460;Cog2;124520767;124552008;8;CCDS22771;NM_029746
ENSMUST00000034463;Arv1;124722139;124734123;8;CCDS22774;NM_026855
ENSMUST00000034464;2310022B05Rik;124635756;124663369;8;CCDS22773;NM_175149
ENSMUST00000034465;2810004N23Rik;124838488;124863120;8;CCDS22775;NM_025615
ENSMUST00000034466;Gnpat;124863033;124890057;8;CCDS22776;NM_010322
ENSMUST00000034470;Vps26b;27007771;27030065;9;CCDS22938;NM_178027
ENSMUST00000034524;Rexo2;48468512;48480611;9;CCDS23154;NM_024233
ENSMUST00000034543;Rpusd4;35267865;35275965;9;CCDS22962;NM_028040
ENSMUST00000034560;Ppp2r1b;50856924;50894229;9;CCDS40625;NM_001034085
ENSMUST00000034570;Pts;50521617;50528651;9;CCDS23164;NM_011220
ENSMUST00000034607;Arcn1;44741564;44767845;9;CCDS40602;NM_145985
ENSMUST00000034615;Pus3;35559460;35567401;9;CCDS22965;NM_023292
ENSMUST00000034632;Tmem218;37208223;37224700;9;CCDS22975;"NM_001310096; NM_025464"
ENSMUST00000034644;Vps11;44347749;44361670;9;CCDS40599;NM_027889
ENSMUST00000034689;Pin1;20652095;20666584;9;CCDS22882;NM_023371
ENSMUST00000034698;Tmed1;21507555;21510252;9;CCDS22904;NM_010744
ENSMUST00000034703;Carm1;21546894;21589467;9;CCDS22906;NM_021531
ENSMUST00000034720;Polr2m;71478437;71485935;9;CCDS23326;NM_178602
ENSMUST00000034738;Rsl24d1;73113448;73123333;9;CCDS40688;NM_198609
ENSMUST00000034761;Ice2;69397906;69433122;9;CCDS23315;NM_145618
ENSMUST00000034775;Fem1b;62791821;62811934;9;CCDS23266;NM_010193
ENSMUST00000034776;Cln6;62838785;62852006;9;CCDS23267;NM_001033175
ENSMUST00000034803;Zw10;49055613;49078772;9;CCDS23161;NM_012039
ENSMUST00000034832;Ptpn9;56994923;57062807;9;CCDS23215;NM_019651
ENSMUST00000034843;Ireb2;54863789;54912530;9;CCDS23196;NM_022655
ENSMUST00000034848;Psma4;54950790;54958030;9;CCDS40643;NM_011966
ENSMUST00000034856;Mpi;57544256;57552763;9;CCDS40650;NM_025837
ENSMUST00000034878;Tmem30a;79768943;79793430;9;CCDS23367;NM_133718
ENSMUST00000034879;Hmg20a;56418609;56496936;9;CCDS23208;NM_025812
ENSMUST00000034883;Stoml1;58253164;58262520;9;CCDS23241;NM_026942
ENSMUST00000034896;Mto1;78448208;78474152;9;CCDS23363;NM_026658
ENSMUST00000034904;Elovl5;77917364;77984519;9;CCDS23355;NM_134255
ENSMUST00000034920;Map2k5;63163768;63377902;9;CCDS23269;NM_011840
ENSMUST00000034929;Lactb;66955393;66975484;9;CCDS40674;NM_030717
ENSMUST00000034946;Snx1;66088133;66124886;9;CCDS52839;NM_019727
ENSMUST00000034947;Ppib;66060231;66066623;9;CCDS23301;NM_011149
ENSMUST00000034949;Csnk1g1;65908986;66045015;9;CCDS23300;NM_173185
ENSMUST00000034955;Spg21;65460947;65488470;9;CCDS23293;"NM_001357813; NM_138584"
ENSMUST00000034960;Dpp8;65032414;65082651;9;CCDS23285;NM_028906
ENSMUST00000034965;Snapc5;64179274;64183132;9;CCDS23276;NM_183316
ENSMUST00000034966;Rpl4;64173375;64178666;9;CCDS40667;NM_024212
ENSMUST00000034983;Atp1b3;96332655;96364442;9;CCDS23414;NM_007502
ENSMUST00000035010;Stt3b;115242581;115310421;9;CCDS23599;NM_024222
ENSMUST00000035033;Copb2;98563731;98588382;9;CCDS40734;NM_015827
ENSMUST00000035086;Pdcd6ip;113651744;113708259;9;CCDS23588;"NM_001164678; NM_011052"
ENSMUST00000035112;Nktr;121719176;121756843;9;CCDS23636;NM_010918
ENSMUST00000035154;1110059G10Rik;122945089;122951000;9;CCDS23650;NM_025419
ENSMUST00000035157;Srprb;103188032;103202137;9;CCDS23450;NM_009275
ENSMUST00000035166;Uba5;104046599;104063134;9;CCDS23457;NM_025692
ENSMUST00000035170;Dnajc13;104151282;104262930;9;CCDS52904;"NM_001163026; NM_001359740"
ENSMUST00000035196;Hemk1;107327084;107338350;9;CCDS23488;NM_133984
ENSMUST00000035202;Mon1a;107888182;107903139;9;CCDS23508;NM_028369
ENSMUST00000035214;Ip6k1;108002501;108048782;9;CCDS23514;NM_013785
ENSMUST00000035220;Prkar2a;108692143;108750436;9;CCDS23536;NM_008924
ENSMUST00000035237;Usp4;108347853;108392545;9;CCDS23523;NM_011678
ENSMUST00000035242;Rab24;55319885;55321945;13;CCDS26541;NM_009000
ENSMUST00000035276;Dctpp1;127256959;127260709;7;CCDS21862;NM_023203
ENSMUST00000035481;Chchd5;129129700;129134134;2;CCDS16721;NM_025395
ENSMUST00000035497;Oscp1;126058565;126092195;4;CCDS38879;"NM_001356446; NM_172701"
ENSMUST00000035540;Phf2;48801750;48871119;13;CCDS26496;NM_011078
ENSMUST00000035560;Acbd6;155558122;155691330;1;CCDS15385;NM_028250
ENSMUST00000035565;Pkd1;24549950;24596508;17;CCDS28485;NM_013630
ENSMUST00000035597;Sppl2b;80855275;80868708;10;CCDS35988;NM_175195
ENSMUST00000035606;Ascc3;50592669;50851485;10;CCDS48555;NM_198007
ENSMUST00000035612;Ccar2;70138168;70153811;14;CCDS49534;NM_146055
ENSMUST00000035648;Atg12;46730144;46741579;18;CCDS37811;NM_026217
ENSMUST00000035673;Vhl;113623959;113631633;6;CCDS20429;NM_009507
ENSMUST00000035721;Prpf18;4622058;4652086;2;CCDS15657;"NM_001356451; NM_026045"
ENSMUST00000035725;Brk1;113604772;113616951;6;CCDS39595;NM_133937
ENSMUST00000035776;Dnttip2;122274388;122285271;3;CCDS17809;NM_153806
ENSMUST00000035780;Oma1;103313812;103366443;4;CCDS18412;NM_025909
ENSMUST00000035840;Zdhhc5;84687970;84715180;2;CCDS16190;NM_144887
ENSMUST00000035871;Tmem127;127247908;127261107;2;CCDS16697;NM_175145
ENSMUST00000035899;Bloc1s5;38598841;38635109;13;CCDS26464;NM_139063
ENSMUST00000035925;Slc7a6os;106200717;106210933;8;CCDS22632;NM_001007567
ENSMUST00000035934;Exoc3;74169488;74208709;13;CCDS26640;NM_177333
ENSMUST00000035988;Txndc5;38500079;38528490;13;CCDS26463;NM_145367
ENSMUST00000036049;Hsdl1;119561989;119575183;8;CCDS22708;NM_175185
ENSMUST00000036126;Parp2;50807841;50821301;14;CCDS27025;NM_009632
ENSMUST00000036210;Poglut1;38525137;38550258;16;CCDS28170;"NM_172380; NM_001300827"
ENSMUST00000036226;Fem1c;46501746;46525971;18;CCDS29231;NM_173423
ENSMUST00000036229;Ctdp1;80407959;80469695;18;CCDS29368;NM_026295
ENSMUST00000036376;Tmub2;102284931;102289237;11;CCDS25494;NM_028076
ENSMUST00000036381;Chmp7;69717000;69732534;14;CCDS27242;NM_134078
ENSMUST00000036407;Fam160b1;57360680;57389586;19;CCDS29925;NM_145505
ENSMUST00000036450;Spg11;122053520;122118386;2;CCDS50687;NM_145531
ENSMUST00000036470;Ccdc32;119017779;119029393;2;CCDS50671;NM_199310
ENSMUST00000036489;Rsbn1l;20893028;20951822;5;CCDS39020;NM_001080977
ENSMUST00000036509;Ubac1;25998543;26021747;2;CCDS15795;NM_133835
ENSMUST00000036540;Fam117b;59913006;59985346;1;CCDS14986;NM_001037725
ENSMUST00000036561;Wdr48;119894878;119926586;9;CCDS23618;NM_026236
ENSMUST00000036570;Appl1;26918988;26971232;14;CCDS26883;NM_145221
ENSMUST00000036615;Hacd3;64986983;65021693;9;CCDS23284;NM_021345
ENSMUST00000036649;Coil;88973935;88991613;11;CCDS36277;NM_016706
ENSMUST00000036680;Thap3;151982639;151988997;4;CCDS18982;NM_175152
ENSMUST00000036720;Fkbpl;34644764;34646324;17;CCDS28654;NM_019873
ENSMUST00000036805;Plekhj1;80796099;80798626;10;CCDS48640;NM_023900
ENSMUST00000036807;Thap1;26158141;26164151;8;CCDS22208;NM_199042
ENSMUST00000036862;Cog5;31654869;31937630;12;CCDS49046;NM_001163126
ENSMUST00000036872;Wipi2;142629542;142670588;5;CCDS19828;NM_178398
ENSMUST00000036880;Cdk10;123224842;123232250;8;CCDS22751;NM_194446
ENSMUST00000036904;Rnf139;58889229;58902390;15;CCDS27494;NM_175226
ENSMUST00000036937;Trmt12;58872674;58877127;15;CCDS37081;NM_026642
ENSMUST00000037115;Med30;52712442;52730564;15;CCDS27465;NM_027212
ENSMUST00000037127;Eri3;117550365;117674297;4;CCDS18535;"NM_001285899; NM_001285902; NM_080469; NM_001356405; NM_001285901"
ENSMUST00000037141;Setd7;51515319;51560879;3;CCDS17341;NM_080793
ENSMUST00000037246;Ccs;4825366;4839332;19;CCDS29438;NM_016892
ENSMUST00000037260;Zfp623;75940952;75949400;15;CCDS27556;NM_030199
ENSMUST00000037270;Fam91a1;58415468;58457740;15;CCDS37080;NM_145959
ENSMUST00000037299;Ythdf1;180904377;180920949;2;CCDS17188;NM_173761
ENSMUST00000037324;Skp1a;52232009;52246858;11;CCDS24669;NM_011543
ENSMUST00000037408;Scaper;55549883;55919605;9;CCDS52802;
ENSMUST00000037418;Tmed8;87166237;87200454;12;CCDS26072;NM_001033475
ENSMUST00000037473;Ap5m1;49066495;49090879;14;CCDS26995;NM_144535
ENSMUST00000037480;Wipf2;98863638;98905040;11;CCDS25366;NM_197940
ENSMUST00000037499;Immp1l;105904638;105965558;2;CCDS38192;NM_028260
ENSMUST00000037534;Rnf167;70647287;70651421;11;CCDS24959;"NM_001316728; NM_027445"
ENSMUST00000037585;Dennd6a;26579578;26634322;14;CCDS49430;NM_001134465
ENSMUST00000037633;Zc3h7a;11136592;11176393;16;CCDS49762;NM_145931
ENSMUST00000037649;Rab3gap1;127868773;127943868;1;CCDS15249;NM_178690
ENSMUST00000037678;Tkfc;10592200;10604258;19;CCDS37914;NM_145496
ENSMUST00000037739;Gnl3;31012433;31019152;14;CCDS26905;NM_153547
ENSMUST00000037748;Hnrnpu;178324343;178337797;1;CCDS35804;NM_016805
ENSMUST00000037783;Ccdc174;91878053;91899843;6;CCDS20370;NM_172730
ENSMUST00000037788;Pomt2;87106861;87147902;12;CCDS26070;NM_153415
ENSMUST00000037796;Gmppa;75435930;75443174;1;CCDS15072;NM_133708
ENSMUST00000037879;Heca;17899035;17948067;10;CCDS23709;NM_001033432
ENSMUST00000037906;Tmem177;119907890;119913208;1;CCDS15228;NM_175106
ENSMUST00000037915;Msl1;98795516;98807859;11;CCDS25364;NM_028722
ENSMUST00000037968;Uvrag;98885021;99141141;7;CCDS21476;NM_178635
ENSMUST00000037977;Ccpg1;72985429;73016340;9;CCDS23334;NM_028181
ENSMUST00000037983;Ensa;95625020;95632102;3;CCDS17617;NM_001026212
ENSMUST00000038014;Dnajc16;141760189;141790891;4;CCDS18882;NM_172338
ENSMUST00000038027;Gpi1;34201330;34230336;7;CCDS21138;NM_008155
ENSMUST00000038039;Tdp2;24831679;24842153;13;CCDS26381;NM_019551
ENSMUST00000038091;Sde2;180851127;180868113;1;CCDS15574;NM_145943
ENSMUST00000038131;Rfc3;151642756;151651242;5;CCDS39413;NM_027009
ENSMUST00000038149;Pbx2;34592263;34597400;17;CCDS28648;NM_017463
ENSMUST00000038185;Exd2;80463095;80498122;12;CCDS49098;NM_133798
ENSMUST00000038217;Dtx3;127190378;127195709;10;CCDS36078;NM_030714
ENSMUST00000038228;Tmx4;134594185;134644145;2;CCDS16784;NM_029148
ENSMUST00000038356;Ube2q1;89773616;89784000;3;CCDS17517;NM_027315
ENSMUST00000038361;Mgat5;127205018;127488336;1;CCDS15245;NM_145128
ENSMUST00000038379;Cpsf7;10525266;10547653;19;CCDS29579;"NM_172302; NM_001164272"
ENSMUST00000038421;Lsm1;25785288;25803975;8;CCDS22202;NM_026032
ENSMUST00000038424;Txndc11;11074911;11134650;16;CCDS27960;NM_029582
ENSMUST00000038439;Dnajc17;119172500;119208795;2;CCDS16593;NM_139139
ENSMUST00000038474;Exosc2;31670715;31681349;2;CCDS15900;NM_144886
ENSMUST00000038498;Bag4;25764538;25785287;8;CCDS22201;NM_026121
ENSMUST00000038514;Nup54;92415540;92435219;5;CCDS19430;NM_183392
ENSMUST00000038539;1700123O20Rik;54686216;54690741;14;CCDS27099;NM_021437
ENSMUST00000038558;Klf16;80567124;80577321;10;CCDS24026;NM_078477
ENSMUST00000038574;Dhx29;112927454;112969432;13;CCDS26779;NM_172594
ENSMUST00000038584;Tlk1;70712407;70825728;2;CCDS50599;NM_172664
ENSMUST00000038600;Mrps2;28468066;28471178;2;CCDS15838;"NM_080452; NM_001166031"
ENSMUST00000038608;Mboat7;3677789;3693523;7;CCDS20724;NM_029934
ENSMUST00000038626;Mpv17l2;70758649;70760946;8;CCDS22380;NM_183170
ENSMUST00000038627;Zfp91;12767020;12796126;19;CCDS37927;NM_053009
ENSMUST00000038739;Rfwd3;111270944;111300222;8;CCDS22672;NM_146218
ENSMUST00000038794;Dpp9;56186817;56218889;17;CCDS37663;NM_172624
ENSMUST00000038830;1110059E24Rik;21597312;21652976;19;CCDS29699;NM_025423
ENSMUST00000038973;Gnptg;25234317;25240116;17;CCDS28511;NM_172529
ENSMUST00000039007;Trp53rka;165490110;165493324;2;CCDS17082;NM_001007581
ENSMUST00000039059;Pcsk7;45906497;45929712;9;CCDS40609;"NM_008794; NM_001281934"
ENSMUST00000039132;Zfp472;32965814;32979233;17;CCDS50062;NM_153063
ENSMUST00000039152;Dhx8;101732950;101767358;11;CCDS25479;NM_144831
ENSMUST00000039161;Thyn1;26999722;27007334;9;CCDS22937;NM_144543
ENSMUST00000039213;Ibtk;85687360;85749334;9;CCDS40712;NM_001081282
ENSMUST00000039234;Fbxl4;22357543;22434091;4;CCDS18004;NM_172988
ENSMUST00000039286;Atg5;44268358;44364291;10;CCDS23824;"NM_053069; NM_001314013"
ENSMUST00000039449;Ltn1;87376651;87432612;16;CCDS37382;NM_001081068
ENSMUST00000039487;Gtf2h5;6079786;6086517;17;CCDS37423;NM_181392
ENSMUST00000039554;Trmt6;132804207;132816054;2;CCDS50728;"NM_001356442; NM_175113"
ENSMUST00000039601;Snrnp25;32205415;32208984;11;CCDS24518;NM_030093
ENSMUST00000039608;Dym;75018785;75286964;18;CCDS29346;NM_027727
ENSMUST00000039733;Osbpl11;33185071;33243312;16;CCDS28128;NM_176840
ENSMUST00000039782;Chd6;160946978;161109022;2;CCDS17000;NM_173368
ENSMUST00000039803;Ubac2;121878620;122021034;14;CCDS37019;NM_026861
ENSMUST00000039818;Aldh4a1;139622866;139649690;4;CCDS18848;NM_175438
ENSMUST00000039900;Prorsd1;29512876;29515033;11;CCDS24495;NM_026465
ENSMUST00000039913;Tigar;127085116;127109550;6;CCDS20563;NM_177003
ENSMUST00000039922;Sufu;46396896;46488804;19;CCDS29879;NM_001025391
ENSMUST00000040008;Ube2r2;41135743;41193380;4;CCDS18057;NM_026275
ENSMUST00000040117;Secisbp2;51651697;51684044;13;CCDS36665;"NM_001308448; NM_029279"
ENSMUST00000040213;Tyw1;130257035;130341563;5;CCDS19712;NM_001015876
ENSMUST00000040234;Tsen2;115544664;115578628;6;CCDS20440;NM_199033
ENSMUST00000040241;Ddx19b;111003188;111027764;8;CCDS22669;"NM_172284; NM_001190800"
ENSMUST00000040248;Spidr;15889224;16146851;16;CCDS27980;NM_146068
ENSMUST00000040254;Edc4;105880881;105893225;8;CCDS80923;NM_001301100
ENSMUST00000040270;Actr1a;46376811;46395747;19;CCDS29878;NM_016860
ENSMUST00000040284;BC031181;75005868;75009933;18;CCDS37859;NM_001358303
ENSMUST00000040313;Bcdin3d;99470079;99474730;15;CCDS37202;NM_029236
ENSMUST00000040314;Rbm17;11585437;11603262;2;CCDS15684;NM_152824
ENSMUST00000040330;Cep44;56531522;56550857;8;CCDS22313;NM_001009951
ENSMUST00000040372;Tmem258;10204014;10207824;19;CCDS50385;NM_026919
ENSMUST00000040381;Ncoa5;165000357;165034867;2;CCDS17068;NM_144892
ENSMUST00000040402;Ppp1r11;36948356;36951713;17;CCDS28729;NM_029632
ENSMUST00000040416;Ddx19a;110974996;110997800;8;CCDS22668;NM_007916
ENSMUST00000040421;Coq5;115279666;115296972;5;CCDS19585;NM_026504
ENSMUST00000040445;Thap11;105855132;105856950;8;CCDS22616;NM_021513
ENSMUST00000040455;Hif1an;44562850;44576274;19;CCDS29852;NM_176958
ENSMUST00000040506;Fam13b;34442351;34506823;18;CCDS29128;NM_146084
ENSMUST00000040518;Eif3l;79075179;79094405;15;CCDS27632;NM_145139
ENSMUST00000040519;Apopt1;111713261;111734220;12;CCDS26186;NM_026511
ENSMUST00000040560;Tsfm;127022332;127030840;10;CCDS24222;NM_025537
ENSMUST00000040561;Rundc1;101425085;101435673;11;CCDS25469;NM_172566
ENSMUST00000040572;Zc3h10;128541963;128547774;10;CCDS24281;NM_134003
ENSMUST00000040583;Heatr5a;51875871;51971321;12;CCDS25902;NM_177171
ENSMUST00000040656;Bphl;34037597;34074074;13;CCDS49229;NM_026512
ENSMUST00000040668;Osbpl2;180119306;180162680;2;CCDS17170;NM_144500
ENSMUST00000040676;Ankrd54;79053094;79062885;15;CCDS37139;NM_144849
ENSMUST00000040706;Cnst;179546370;179627478;1;CCDS15562;NM_146105
ENSMUST00000040718;Ostm1;42678916;42702459;10;CCDS23814;NM_172416
ENSMUST00000040766;Tmed10;85342788;85374847;12;CCDS36498;NM_026775
ENSMUST00000040787;Ankrd13c;157947414;158008034;3;CCDS17933;NM_001013806
ENSMUST00000040853;Oxsr1;119238432;119322427;9;CCDS57714;"NM_001359582; NM_133985"
ENSMUST00000040881;Cluap1;3908825;3941147;16;CCDS27912;NM_029738
ENSMUST00000040907;Decr2;26081211;26090337;17;CCDS28543;NM_011933
ENSMUST00000040962;Nudt19;35547185;35556304;7;CCDS21152;NM_033080
ENSMUST00000040972;Utp15;98246845;98263041;13;CCDS26712;NM_178918
ENSMUST00000040992;Nek9;85299514;85339362;12;CCDS26057;NM_145138
ENSMUST00000041023;Ipo9;135382312;135430499;1;CCDS35719;"NM_001357577; NM_153774; NM_001357578; NM_001357576; NM_001357575"
ENSMUST00000041055;Atg2b;105616136;105685211;12;CCDS36550;NM_029654
ENSMUST00000041059;Trpc4ap;155634271;155692384;2;CCDS50769;NM_001163452
ENSMUST00000041100;Alkbh4;136136154;136141612;5;CCDS84973;"NM_001347492; NM_001359416"
ENSMUST00000041126;Ss18l1;180042509;180070201;2;CCDS17167;NM_178750
